Sr.No,Round ▲▼,Institute ▲▼,Program ▲▼,Stream ▲▼,Seat Type ▲▼,Quota ▲▼,Category ▲▼,Opening Rank ▲▼,Closing Rank ▲▼
277,Round 1,"HALDIA INSTITUTE OF TECHNOLOGY, HALDIA, PURBA MEDINIPUR",Information Technology,B.E./B. Tech (Lateral Entry),WBJEE Seats,All India,Open,1954,4263
278,Round 1,"HALDIA INSTITUTE OF TECHNOLOGY, HALDIA, PURBA MEDINIPUR",Mechanical Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,All India,Open,485,3672
279,Round 1,"HALDIA INSTITUTE OF TECHNOLOGY, HALDIA, PURBA MEDINIPUR",Chemical Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,All India,Open,781,2764
280,Round 1,"HALDIA INSTITUTE OF TECHNOLOGY, HALDIA, PURBA MEDINIPUR",Computer Science & Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,All India,Open,242,1774
281,Round 1,"HALDIA INSTITUTE OF TECHNOLOGY, HALDIA, PURBA MEDINIPUR",Computer Science & Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,Home State,EWS,4581,4581
282,Round 1,"HALDIA INSTITUTE OF TECHNOLOGY, HALDIA, PURBA MEDINIPUR",Electronics & Communication Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,All India,Open,648,4540
283,Round 1,"HALDIA INSTITUTE OF TECHNOLOGY, HALDIA, PURBA MEDINIPUR",Biotechnology,B.E./B. Tech (Lateral Entry),WBJEE Seats,All India,Open,3577,3577
284,Round 1,"HALDIA INSTITUTE OF TECHNOLOGY, HALDIA, PURBA MEDINIPUR",Food Technology,B.E./B. Tech (Lateral Entry),WBJEE Seats,All India,Open,2350,3954
285,Round 1,"HALDIA INSTITUTE OF TECHNOLOGY, HALDIA, PURBA MEDINIPUR",Computer Science & Engineering (Cyber Security),B.E./B. Tech (Lateral Entry),WBJEE Seats,All India,Open,1837,4622
286,Round 1,"HALDIA INSTITUTE OF TECHNOLOGY, HALDIA, PURBA MEDINIPUR",Computer Science & Engineering (Artificial Intelligence And Machine Learning),B.E./B. Tech (Lateral Entry),WBJEE Seats,All India,Open,2383,4633
287,Round 1,"HALDIA INSTITUTE OF TECHNOLOGY, HALDIA, PURBA MEDINIPUR",Computer Science & Engineering (Data Science),B.E./B. Tech (Lateral Entry),WBJEE Seats,All India,Open,1261,4719
288,Round 1,"HEMNALINI MEMORIAL COLLEGE OF ENGINEERING, HARINGHATA",Food Technology,B.E./B. Tech (Lateral Entry),WBJEE Seats,All India,Open,4391,4391
289,Round 1,"HERITAGE INSTITUTE OF TECHNOLOGY, KOLKATA",Civil Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,All India,Open,994,4514
290,Round 1,"HERITAGE INSTITUTE OF TECHNOLOGY, KOLKATA",Electrical Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,All India,Open,345,2159
291,Round 1,"HERITAGE INSTITUTE OF TECHNOLOGY, KOLKATA",Information Technology,B.E./B. Tech (Lateral Entry),WBJEE Seats,All India,Open,1619,2045
292,Round 1,"HERITAGE INSTITUTE OF TECHNOLOGY, KOLKATA",Information Technology,B.E./B. Tech (Lateral Entry),WBJEE Seats,Home State,EWS,2954,2954
293,Round 1,"HERITAGE INSTITUTE OF TECHNOLOGY, KOLKATA",Mechanical Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,All India,Open,568,3828
294,Round 1,"HERITAGE INSTITUTE OF TECHNOLOGY, KOLKATA",Chemical Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,All India,Open,410,4739
295,Round 1,"HERITAGE INSTITUTE OF TECHNOLOGY, KOLKATA",Computer Science & Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,All India,Open,360,1457
296,Round 1,"HERITAGE INSTITUTE OF TECHNOLOGY, KOLKATA",Computer Science & Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,Home State,EWS,1459,1740
297,Round 1,"HERITAGE INSTITUTE OF TECHNOLOGY, KOLKATA",Electronics & Communication Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,All India,Open,700,4683
298,Round 1,"HERITAGE INSTITUTE OF TECHNOLOGY, KOLKATA",Applied Electronics And Instrumentation Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,All India,Open,2414,4556
299,Round 1,"HERITAGE INSTITUTE OF TECHNOLOGY, KOLKATA",Computer Science & Engineering (Artificial Intelligence And Machine Learning),B.E./B. Tech (Lateral Entry),WBJEE Seats,All India,Open,680,1611
300,Round 1,"HERITAGE INSTITUTE OF TECHNOLOGY, KOLKATA",Computer Science & Engineering (Artificial Intelligence And Machine Learning),B.E./B. Tech (Lateral Entry),WBJEE Seats,Home State,EWS,4506,4506
301,Round 1,"HERITAGE INSTITUTE OF TECHNOLOGY, KOLKATA",Computer Science & Engineering (Data Science),B.E./B. Tech (Lateral Entry),WBJEE Seats,All India,Open,2049,3137
302,Round 1,"HERITAGE INSTITUTE OF TECHNOLOGY, KOLKATA",Computer Science & Engineering (Internet Of Things And Cyber Security Including Block Chain Technology),B.E./B. Tech (Lateral Entry),WBJEE Seats,All India,Open,2073,4670
303,Round 1,"HOOGHLY ENGINEERING & TECHNOLOGY COLLEGE, HOOGHLY",Civil Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,All India,Open,1191,4579
304,Round 1,"HOOGHLY ENGINEERING & TECHNOLOGY COLLEGE, HOOGHLY",Electrical Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,All India,Open,140,4597
305,Round 1,"HOOGHLY ENGINEERING & TECHNOLOGY COLLEGE, HOOGHLY",Mechanical Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,All India,Open,2021,4310
306,Round 1,"HOOGHLY ENGINEERING & TECHNOLOGY COLLEGE, HOOGHLY",Computer Science & Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,All India,Open,686,4173
307,Round 1,"HOOGHLY ENGINEERING & TECHNOLOGY COLLEGE, HOOGHLY",Electronics & Communication Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,All India,Open,1668,4277
308,Round 1,"IDEAL INSTITUTE OF ENGINEERING, KALYANI",Civil Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,All India,Open,1352,2918
309,Round 1,"IDEAL INSTITUTE OF ENGINEERING, KALYANI",Electrical Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,All India,Open,1531,4451
310,Round 1,"IDEAL INSTITUTE OF ENGINEERING, KALYANI",Mechanical Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,All India,Open,3425,3425
311,Round 1,"IDEAL INSTITUTE OF ENGINEERING, KALYANI",Computer Science & Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,All India,Open,2427,4337
312,Round 1,"IMPS COLLEGE OF ENGINEERING & TECHNOLOGY, MALDA",Civil Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,All India,Open,1786,3132
313,Round 1,"IMPS COLLEGE OF ENGINEERING & TECHNOLOGY, MALDA",Electrical Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,All India,Open,2338,2652
314,Round 1,"IMPS COLLEGE OF ENGINEERING & TECHNOLOGY, MALDA",Computer Science & Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,All India,Open,1694,1694
315,Round 1,"INSTITUTE OF SCIENCE AND TECHNOLOGY, PASCHIM MEDINIPUR",Civil Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,All India,Open,2763,2813
316,Round 1,"INSTITUTE OF SCIENCE AND TECHNOLOGY, PASCHIM MEDINIPUR",Electrical Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,All India,Open,3874,3940
317,Round 1,"INSTITUTE OF SCIENCE AND TECHNOLOGY, PASCHIM MEDINIPUR",Mechanical Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,All India,Open,2103,2103
318,Round 1,"INSTITUTE OF SCIENCE AND TECHNOLOGY, PASCHIM MEDINIPUR",Computer Science & Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,All India,Open,2616,4481
319,Round 1,"INSTITUTE OF SCIENCE AND TECHNOLOGY, PASCHIM MEDINIPUR",Applied Electronics And Instrumentation Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,All India,Open,3267,3267
320,Round 1,"JIS COLLEGE OF ENGINEERING, KALYANI, NADIA",Civil Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,All India,Open,854,3816
321,Round 1,"JIS COLLEGE OF ENGINEERING, KALYANI, NADIA",Electrical Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,All India,Open,1415,4608
322,Round 1,"JIS COLLEGE OF ENGINEERING, KALYANI, NADIA",Information Technology,B.E./B. Tech (Lateral Entry),WBJEE Seats,All India,Open,4570,4570
323,Round 1,"JIS COLLEGE OF ENGINEERING, KALYANI, NADIA",Mechanical Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,All India,Open,3398,4359
324,Round 1,"JIS COLLEGE OF ENGINEERING, KALYANI, NADIA",Computer Science & Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,All India,Open,301,4417
325,Round 1,"JIS COLLEGE OF ENGINEERING, KALYANI, NADIA",Electronics & Communication Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,All India,Open,1490,1490
326,Round 1,"JIS COLLEGE OF ENGINEERING, KALYANI, NADIA",Computer Science & Technology,B.E./B. Tech (Lateral Entry),WBJEE Seats,All India,Open,3246,3246
327,Round 1,"JIS COLLEGE OF ENGINEERING, KALYANI, NADIA",Computer Science & Engineering (Artificial Intelligence And Machine Learning),B.E./B. Tech (Lateral Entry),WBJEE Seats,All India,Open,562,2371
328,Round 1,"MALLABHUM INSTITUTE OF TECHNOLOGY, BISHNUPUR, BANKURA",Electrical Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,All India,Open,2602,4651
329,Round 1,"MALLABHUM INSTITUTE OF TECHNOLOGY, BISHNUPUR, BANKURA",Mechanical Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,All India,Open,3205,3205
330,Round 1,"MALLABHUM INSTITUTE OF TECHNOLOGY, BISHNUPUR, BANKURA",Computer Science & Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,All India,Open,971,1739
331,Round 1,"MCKV INSTITUTE OF ENGINEERING, LILUAH, HOWRAH",Electrical Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,All India,Open,1586,2491
332,Round 1,"MCKV INSTITUTE OF ENGINEERING, LILUAH, HOWRAH",Information Technology,B.E./B. Tech (Lateral Entry),WBJEE Seats,All India,Open,2044,4717
333,Round 1,"MCKV INSTITUTE OF ENGINEERING, LILUAH, HOWRAH",Mechanical Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,All India,Open,2734,2734
334,Round 1,"MCKV INSTITUTE OF ENGINEERING, LILUAH, HOWRAH",Automobile Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,All India,Open,3982,3982
335,Round 1,"MCKV INSTITUTE OF ENGINEERING, LILUAH, HOWRAH",Computer Science & Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,All India,Open,487,4020
336,Round 1,"MCKV INSTITUTE OF ENGINEERING, LILUAH, HOWRAH",Electronics & Communication Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,All India,Open,261,261
337,Round 1,"MCKV INSTITUTE OF ENGINEERING, LILUAH, HOWRAH",Computer Science & Engineering (Artificial Intelligence And Machine Learning),B.E./B. Tech (Lateral Entry),WBJEE Seats,All India,Open,516,4325
338,Round 1,"MCKV INSTITUTE OF ENGINEERING, LILUAH, HOWRAH",Computer Science & Engineering (Data Science),B.E./B. Tech (Lateral Entry),WBJEE Seats,All India,Open,605,4585
339,Round 1,"MEGHNAD SAHA INSTITUTE OF TECHNOLOGY, KOLKATA",Civil Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,All India,Open,3290,3945
340,Round 1,"MEGHNAD SAHA INSTITUTE OF TECHNOLOGY, KOLKATA",Electrical Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,All India,Open,3752,4270
341,Round 1,"MEGHNAD SAHA INSTITUTE OF TECHNOLOGY, KOLKATA",Computer Science & Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,All India,Open,1381,4309
342,Round 1,"MEGHNAD SAHA INSTITUTE OF TECHNOLOGY, KOLKATA",Electronics & Communication Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,All India,Open,3224,4365
343,Round 1,"MEGHNAD SAHA INSTITUTE OF TECHNOLOGY, KOLKATA",Computer Science & Engineering (Artificial Intelligence And Machine Learning),B.E./B. Tech (Lateral Entry),WBJEE Seats,All India,Open,2534,2534
344,Round 1,"MURSHIDABAD COLLEGE OF ENGINEERING & TECHNOLOGY, MURSHIDABAD",Civil Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,All India,Open,2700,2700
345,Round 1,"MURSHIDABAD COLLEGE OF ENGINEERING & TECHNOLOGY, MURSHIDABAD",Electrical Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,All India,Open,3067,3067
346,Round 1,"MURSHIDABAD COLLEGE OF ENGINEERING & TECHNOLOGY, MURSHIDABAD",Computer Science & Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,All India,Open,1915,3728
347,Round 1,"NARULA INSTITUTE OF TECHNOLOGY, AGARPARA, KOLKATA",Civil Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,All India,Open,4483,4483
348,Round 1,"NARULA INSTITUTE OF TECHNOLOGY, AGARPARA, KOLKATA",Electrical Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,All India,Open,427,2059
349,Round 1,"NARULA INSTITUTE OF TECHNOLOGY, AGARPARA, KOLKATA",Information Technology,B.E./B. Tech (Lateral Entry),WBJEE Seats,All India,Open,1177,4450
350,Round 1,"NARULA INSTITUTE OF TECHNOLOGY, AGARPARA, KOLKATA",Mechanical Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,All India,Open,3673,4656
351,Round 1,"NARULA INSTITUTE OF TECHNOLOGY, AGARPARA, KOLKATA",Computer Science & Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,All India,Open,1047,2875
352,Round 1,"NARULA INSTITUTE OF TECHNOLOGY, AGARPARA, KOLKATA",Electronics & Communication Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,All India,Open,1162,4562
353,Round 1,"NARULA INSTITUTE OF TECHNOLOGY, AGARPARA, KOLKATA",Computer Science & Technology,B.E./B. Tech (Lateral Entry),WBJEE Seats,All India,Open,3150,4381
354,Round 1,"NARULA INSTITUTE OF TECHNOLOGY, AGARPARA, KOLKATA",Computer Science & Engineering (Artificial Intelligence And Machine Learning),B.E./B. Tech (Lateral Entry),WBJEE Seats,All India,Open,1981,4095
355,Round 1,"NARULA INSTITUTE OF TECHNOLOGY, AGARPARA, KOLKATA",Computer Science & Engineering (Data Science),B.E./B. Tech (Lateral Entry),WBJEE Seats,All India,Open,2114,3878
356,Round 1,"NETAJI SUBHAS ENGINEERING COLLEGE, GARIA, KOLKATA",Civil Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,All India,Open,741,2932
357,Round 1,"NETAJI SUBHAS ENGINEERING COLLEGE, GARIA, KOLKATA",Electrical Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,All India,Open,2407,4452
358,Round 1,"NETAJI SUBHAS ENGINEERING COLLEGE, GARIA, KOLKATA",Mechanical Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,All India,Open,4094,4094
359,Round 1,"NETAJI SUBHAS ENGINEERING COLLEGE, GARIA, KOLKATA",Computer Science & Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,All India,Open,1644,4606
360,Round 1,"NETAJI SUBHAS ENGINEERING COLLEGE, GARIA, KOLKATA",Electronics & Communication Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,All India,Open,211,2842
361,Round 1,"NETAJI SUBHAS ENGINEERING COLLEGE, GARIA, KOLKATA",Computer Science & Engineering (Cyber Security),B.E./B. Tech (Lateral Entry),WBJEE Seats,All India,Open,3001,3001
362,Round 1,"NETAJI SUBHAS ENGINEERING COLLEGE, GARIA, KOLKATA",Computer Science & Engineering (Artificial Intelligence And Machine Learning),B.E./B. Tech (Lateral Entry),WBJEE Seats,All India,Open,813,1403
363,Round 1,"NETAJI SUBHASH CHANDRA BOSE INSTITUTE OF PHARMACY ,CHAKDAH, NADIA",B.Pharm/Pharmaceutical Technology,B. Pharma (Lateral Entry),WBJEE Seats,All India,Open,107,634
364,Round 1,"NSHM KNOWLEDGE CAMPUS, DURGAPUR GROUP OF INSTITUTIONS",Electrical Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,All India,Open,2468,2468
365,Round 1,"NSHM KNOWLEDGE CAMPUS, KOLKATA GROUP OF INSTITUTIONS, KOLKATA",B.Pharm/Pharmaceutical Technology,B. Pharma (Lateral Entry),WBJEE Seats,All India,Open,40,477
366,Round 1,"OM DAYAL GROUP OF INSTITUTIONS, ULUBERIA, HOWRAH",Computer Science & Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,All India,Open,4399,4399
367,Round 1,"RCC INSTITUTE OF INFORMATION TECHNOLOGY, KOLKATA",Electrical Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,All India,Open,2195,2195
368,Round 1,"RCC INSTITUTE OF INFORMATION TECHNOLOGY, KOLKATA",Information Technology,B.E./B. Tech (Lateral Entry),WBJEE Seats,All India,Open,3034,3034
369,Round 1,"RCC INSTITUTE OF INFORMATION TECHNOLOGY, KOLKATA",Computer Science & Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,All India,Open,1475,4652
370,Round 1,"RCC INSTITUTE OF INFORMATION TECHNOLOGY, KOLKATA",Electronics & Communication Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,All India,Open,2128,2128
371,Round 1,"RCC INSTITUTE OF INFORMATION TECHNOLOGY, KOLKATA",Computer Science & Engineering (Artificial Intelligence And Machine Learning),B.E./B. Tech (Lateral Entry),WBJEE Seats,All India,Open,3894,3894
372,Round 1,"REGENT EDUCATION AND RESEARCH FOUNDATION, BARASAT, KOLKATA",Civil Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,All India,Open,3225,3225
373,Round 1,"REGENT EDUCATION AND RESEARCH FOUNDATION, BARASAT, KOLKATA",Electrical & Electronics Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,All India,Open,4238,4238
374,Round 1,"REGENT EDUCATION AND RESEARCH FOUNDATION, BARASAT, KOLKATA",Computer Science & Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,All India,Open,3309,3404
375,Round 1,"SANAKA EDUCATION TRUSTS GROUP OF INSTITUTIONS, DURGAPUR, BURDWAN",Electrical Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,All India,Open,2352,3941
376,Round 1,"SANAKA EDUCATION TRUSTS GROUP OF INSTITUTIONS, DURGAPUR, BURDWAN",Mechanical Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,All India,Open,1688,3417
377,Round 1,"SANAKA EDUCATION TRUSTS GROUP OF INSTITUTIONS, DURGAPUR, BURDWAN",Computer Science & Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,All India,Open,1525,4610
378,Round 1,"SANAKA EDUCATION TRUSTS GROUP OF INSTITUTIONS, DURGAPUR, BURDWAN",Electronics & Communication Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,All India,Open,3697,3697
379,Round 1,"SANAKA EDUCATION TRUSTS GROUP OF INSTITUTIONS, DURGAPUR, BURDWAN",B.Pharm/Pharmaceutical Technology,B. Pharma (Lateral Entry),WBJEE Seats,All India,Open,159,594
380,Round 1,"SEACOM ENGINEERING COLLEGE, SANKRAIL, HOWRAH",Civil Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,All India,Open,3853,3853
381,Round 1,"SEACOM ENGINEERING COLLEGE, SANKRAIL, HOWRAH",Mechanical Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,All India,Open,2005,2005
382,Round 1,"SEACOM ENGINEERING COLLEGE, SANKRAIL, HOWRAH",Computer Science & Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,All India,Open,2151,2151
383,Round 1,"SILIGURI INSTITUTE OF TECHNOLOGY, SILIGURI",Civil Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,All India,Open,1210,4647
384,Round 1,"SILIGURI INSTITUTE OF TECHNOLOGY, SILIGURI",Electrical Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,All India,Open,1995,4635
385,Round 1,"SILIGURI INSTITUTE OF TECHNOLOGY, SILIGURI",Computer Science & Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,All India,Open,647,4407
386,Round 1,"SILIGURI INSTITUTE OF TECHNOLOGY, SILIGURI",Electronics & Communication Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,All India,Open,510,4471
387,Round 1,"SILIGURI INSTITUTE OF TECHNOLOGY, SILIGURI",ELECTRONICS & COMPUTER SCIENCE,B.E./B. Tech (Lateral Entry),WBJEE Seats,All India,Open,2926,2926
388,Round 1,"SILIGURI INSTITUTE OF TECHNOLOGY, SILIGURI",Computer Science & Engineering (Artificial Intelligence And Machine Learning),B.E./B. Tech (Lateral Entry),WBJEE Seats,All India,Open,4053,4053
389,Round 1,"ST. THOMAS COLLEGE OF ENGINEERING & TECHNOLOGY, KHIDIRPUR, KOLKATA",Information Technology,B.E./B. Tech (Lateral Entry),WBJEE Seats,All India,Open,2506,2506
390,Round 1,"ST. THOMAS COLLEGE OF ENGINEERING & TECHNOLOGY, KHIDIRPUR, KOLKATA",Computer Science & Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,All India,Open,1882,3947
391,Round 1,"ST. THOMAS COLLEGE OF ENGINEERING & TECHNOLOGY, KHIDIRPUR, KOLKATA",Electronics & Communication Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,All India,Open,955,4494
392,Round 1,"ST. THOMAS COLLEGE OF ENGINEERING & TECHNOLOGY, KHIDIRPUR, KOLKATA",Artificial Intelligence And Machine Learning,B.E./B. Tech (Lateral Entry),WBJEE Seats,All India,Open,2326,2326
393,Round 1,"SWAMI VIVEKANANDA INSTITUTE OF SCIENCE & TECHNOLOGY, SONARPUR",Civil Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,All India,Open,2129,2129
394,Round 1,"SWAMI VIVEKANANDA INSTITUTE OF SCIENCE & TECHNOLOGY, SONARPUR",Electrical & Electronics Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,All India,Open,1231,1231
395,Round 1,"SWAMI VIVEKANANDA INSTITUTE OF SCIENCE & TECHNOLOGY, SONARPUR",Artificial Intelligence And Data Science,B.E./B. Tech (Lateral Entry),WBJEE Seats,All India,Open,3446,4056
396,Round 1,TECHNO INTERNATIONAL BATANAGAR,Computer Science & Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,All India,Open,3465,3693
397,Round 1,"TECHNO INTERNATIONAL NEW TOWN, RAJARHAT, NEW TOWN",Computer Science & Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,All India,Open,857,4586
398,Round 1,"TECHNO INTERNATIONAL NEW TOWN, RAJARHAT, NEW TOWN",Computer Science & Engineering (Artificial Intelligence And Machine Learning),B.E./B. Tech (Lateral Entry),WBJEE Seats,All India,Open,4418,4418
399,Round 1,"TECHNO INTERNATIONAL NEW TOWN, RAJARHAT, NEW TOWN",COMPUTER SCIENCE & ENGINEERING (INTERNET OF THINGS),B.E./B. Tech (Lateral Entry),WBJEE Seats,All India,Open,2682,2682
400,Round 1,"TECHNO MAIN SALT LAKE, SECTOR-V, SALT LAKE",Civil Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,All India,Open,1615,4306
401,Round 1,"TECHNO MAIN SALT LAKE, SECTOR-V, SALT LAKE",Electrical Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,All India,Open,385,4637
402,Round 1,"TECHNO MAIN SALT LAKE, SECTOR-V, SALT LAKE",Information Technology,B.E./B. Tech (Lateral Entry),WBJEE Seats,All India,Open,1404,3789
403,Round 1,"TECHNO MAIN SALT LAKE, SECTOR-V, SALT LAKE",Mechanical Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,All India,Open,1256,3847
404,Round 1,"COOCH BEHAR GOVERNMENT ENGINEERING COLLEGE, COOCH BEHAR",Electrical Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,Home State,Open,109,486
405,Round 1,"COOCH BEHAR GOVERNMENT ENGINEERING COLLEGE, COOCH BEHAR",Electrical Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,Home State,Open (PwD),1785,1785
406,Round 1,"COOCH BEHAR GOVERNMENT ENGINEERING COLLEGE, COOCH BEHAR",Civil Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,Home State,OBC - A,846,1117
407,Round 1,"COOCH BEHAR GOVERNMENT ENGINEERING COLLEGE, COOCH BEHAR",Civil Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,Home State,EWS,891,891
408,Round 1,"COOCH BEHAR GOVERNMENT ENGINEERING COLLEGE, COOCH BEHAR",Civil Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,Home State,Open,342,619
409,Round 1,"COOCH BEHAR GOVERNMENT ENGINEERING COLLEGE, COOCH BEHAR",Civil Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,Home State,SC,625,629
410,Round 1,"COOCH BEHAR GOVERNMENT ENGINEERING COLLEGE, COOCH BEHAR",Electrical Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,Home State,OBC - A,541,751
411,Round 1,"COOCH BEHAR GOVERNMENT ENGINEERING COLLEGE, COOCH BEHAR",Electrical Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,Home State,OBC - B,623,623
412,Round 1,"COOCH BEHAR GOVERNMENT ENGINEERING COLLEGE, COOCH BEHAR",Electrical Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,Home State,EWS,1076,1076
413,Round 1,"COOCH BEHAR GOVERNMENT ENGINEERING COLLEGE, COOCH BEHAR",Electrical Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,Home State,SC,531,669
414,Round 1,"COOCH BEHAR GOVERNMENT ENGINEERING COLLEGE, COOCH BEHAR",Electrical Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,Home State,ST,806,806
415,Round 1,"COOCH BEHAR GOVERNMENT ENGINEERING COLLEGE, COOCH BEHAR",Mechanical Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,Home State,OBC - A,1167,1452
416,Round 1,"COOCH BEHAR GOVERNMENT ENGINEERING COLLEGE, COOCH BEHAR",Mechanical Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,Home State,OBC - B,925,925
417,Round 1,"COOCH BEHAR GOVERNMENT ENGINEERING COLLEGE, COOCH BEHAR",Mechanical Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,Home State,EWS,940,940
418,Round 1,"COOCH BEHAR GOVERNMENT ENGINEERING COLLEGE, COOCH BEHAR",Mechanical Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,Home State,Open,336,917
419,Round 1,"COOCH BEHAR GOVERNMENT ENGINEERING COLLEGE, COOCH BEHAR",Electronics & Communication Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,Home State,OBC - B,976,976
